PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	Condition
-57.95950734945	7.28769979028191	16.4085738417881	-23.8054349983851	1.3098758676219	10.5193229195885	1.54369846468672	-0.0619013273867222	0.0345537423817124	0.0387010315484443	0.282648724117194	2.70315454048431e-14	Control
-61.2303582705774	11.152242844355	3.27648905698411	14.4171801384141	-25.0527342624747	2.19514397206293	0.505138374072118	-0.0390067585703396	-0.192591926089797	-0.0570330207927343	-0.0708278808453419	1.38073580346898e-13	Control
-51.4758963802477	-5.20835543838758	14.2970377617701	5.61413098258999	10.1626928036038	-23.641360257336	0.460139342792509	-0.245134410811204	0.214995938990587	0.223629030111479	-0.119383109598263	1.04536171385838e-13	Control
-60.1845897531594	13.6377682532293	-12.9263596079298	12.3934098300299	19.6280106493403	11.2943643411684	0.200189296234415	0.0217233257231649	0.206152384679133	-0.227942887987465	-0.120751825624468	8.21038115966788e-14	Control
-10.7820942815281	-41.3773070576967	2.52248986254456	5.49063416589278	-0.283003947485166	10.7040761701926	-0.919211056003015	-1.004553225671	-0.185488709143575	0.330671171164191	-0.0999802268545474	9.87382918482549e-15	Control
-36.5685198896528	-6.72867536846898	-27.1122805730261	-15.0533538562919	-6.18500262639298	-10.1223596748798	-1.24527696511665	0.957304665767635	-0.0671669552780544	-0.383679365961729	0.090147779611894	6.1929628092372e-14	Control
40.9223820720352	6.53048117146831	2.739482391614	-0.491115459758617	0.142693738651302	0.287863372239727	-17.7648195463489	-1.7862034068638	2.46631759585394	3.28866610948136	-0.0998122786101013	-1.8848204247357e-14	UNC13A_WT
46.8970547980695	3.16256422572026	1.71180543979326	0.192082381527307	0.318100169238337	-0.255539279357056	-1.38591928543607	-1.5313492395055	-4.03987961759272	-12.6737650049183	-1.38069700170759	-3.99164208630953e-14	UNC13A_WT
47.3499550581012	2.06354157128227	0.809131085278893	0.229479059903489	-0.0497189934829253	0.335440568616954	4.19993861746616	9.31144089726632	3.17219135030925	2.13867906695014	-9.26592368008755	-6.86950496486816e-16	UNC13A_WT
46.5421441819163	4.09017205115388	-0.612727000757387	0.0416582884945923	0.503907367356736	-0.575061546275698	3.47798068687373	-2.18792855914948	-12.399051656104	6.11621523556895	0.826422176380739	-3.48302116315313e-14	UNC13A_WT
47.1963036834979	1.70777466263964	0.90812216393835	1.41683049130454	0.154144974754321	0.0958882975537569	3.22409609545981	8.57167625095712	3.45124676118826	-0.234672845789524	9.96971815585135	-4.07894204523807e-14	UNC13A_WT
49.2931261309948	3.68209329442258	-2.02176442199802	-0.445501023720956	-0.648965740730984	-0.837778883574268	7.70404597531913	-12.0060682117562	7.33872109080527	1.44053148062517	-0.0115608326332718	-6.30485247343771e-14	UNC13A_WT
